"@title","Deutsch"
"#00913","Sleep in separate beds"
"#00914","=#00241"
"#00915","They say his plushies are lucky."
"#00916","Kairoman"
"#00917","His only weakness is Kaironite."
"#00918","Kairo Driller"
"#00919","Moonlights as a dentist."
"#00920","Kairobot 2"
"#00921","An improved version of Kairobot."
"#00922","Kairoman 2"
"#00923","An improved version of Kairoman."
"#00924","Kairo Driller 2"
"#00925","An improved version of Kairo Driller."
"#00926","Obstmesser"
"#00927","Eine einfache Nahkampfwaffe."
"#00928","Hackebeil"
"#00929","Dolch"
"#00930","Bronzemesser"
"#00931","Silbermesser"
"#00932","Drachenmesser"
"#00933","Falkenmesser"
"#00934","Legendäres Messer"
"#00935","Rapier"
"#00936","Eine Nahkampfwaffe."
"#00937","Entermesser"
"#00938","Langes Messer"
"#00939","Langschwert"
"#00940","Bronzeschwert"
"#00941","Eisenschwert"
"#00942","Scharfes Messer"
"#00943","Eine schwere Nahkampfwaffe."
"#00944","Katana"
"#00945","Silberschwert"
"#00946","Schwarzes Schwert"
"#00947","Drachenschwert"
"#00948","Heldenschwert"
"#00949","Legendäres Schwert"
"#00950","Kairo-Klinge"
"#00951","Axt"
"#00952","Holzfälleraxt"
"#00953","Eisenaxt"
"#00954","Streitaxt"
"#00955","Kristallaxt"
"#00956","Hero Axe"
"#00957","Legend Axe"
"#00958","Doom Axe"
"#00959","Hammer"
"#00960","Holzhammer"
"#00961","Streitkolben"
"#00962","Gold Hammer"
"#00963","Fairy Hammer"
"#00964","Sea Hammer"
"#00965","Golden Bat"
"#00966","Bear Hammer"
"#00967","Speer"
"#00968","Kann hintere Reihen angreifen."
"#00969","Harpune"
"#00970","Eisenspeer"
"#00971","Dreizack"
"#00972","Kristallpike"
"#00973","Goldspeer"
"#00974","Legend Spear"
"#00975","Prin's Spear"
"#00976","Sailor Wand"
"#00977","Gift Wand"
"#00978","Mage's Wand"
"#00979","Magic Wand"
"#00980","Crystal Wand"
"#00981","Legend Wand"
"#00982","Fairy Wand"
"#00983","Grüne Pinsel"
"#00984","Einfacher Bogen"
"#00985","Eine leichte Fernkampfwaffe."
"#00986","Langbogen"
"#00987","Kompositbogen"
"#00988","Kristallbogen"
"#00989","Eine Fernkampfwaffe."
"#00990","Heldenbogen"
"#00991","Legendärer Bogen"
"#00992","Eine schwere Fernkampfwaffe."
"#00993","Daisys Bogen"
"#00994","Steinschloßgewehr"
"#00995","Muskete"
"#00996","Donnerbüchse"
"#00997","Bronzegewehr"
"#00998","Gewehr"
"#00999","Maschinengewehr"
"#01000","Scharfschützengewehr"
"#01001","Legendäres Gewehr"
"#01002","Affen-Gewehr"
"#01003","Wooden Club"
"#01004","Billy Club"
"#01005","Forke"
"#01006","Haken"
"#01007","Iron Claw"
"#01008","Thorn Club"
"#01009","Bag"
"#01010","Cloth Duster"
"#01011","Iron Hoe"
"#01012","Thick Book"
"#01013","Iron Card"
"#01014","Shield"
"#01015","Light armor that can also attack."
"#01016","Royal Shield"
"#01017","Heavy armor that can also attack."
"#01018","Buckler"
"#01019","Armor that can also attack."
"#01020","Fairy Shield"
"#01021","Reflector"
"#01022","Legend Shield"
"#01023","Wairo Shield"
"#01024","Kopftuch"
"#01025","Leichter Kopfschutz."
"#01026","Stirnband"
"#01027","Ledermütze"
"#01028","Falkenhelm"
"#01029","Turban"
"#01030","Kopfschutz."
"#01031","Zylinder"
"#01032","Badekappe"
"#01033","Hachigane"
"#01034","Heiliger Hut"
"#01035","Kettenhelm"
"#01036","Bronzehelm"
"#01037","Schwerer Kopfschutz."
"#01038","Eisenhelm"
"#01039","Silberhelm"
"#01040","Schwarzer Helm"
"#01041","Eisenmaske"
"#01042","Legendärer Helm"
"#01043","Stoffgürtel"
"#01044","Leichte Oberkörperpanzerung."
"#01045","Schäbiges Hemd"
"#01046","Piratenhemd"
"#01047","Dünne Rüstung"
"#01048","Seidenkleidung"
"#01049","Oberkörperpanzerung."
"#01050","Dicker Umhang"
"#01051","Kettenhemd"
"#01052","Schlafanzug"
"#01053","Pelzmantel"
"#01054","Eisenkürass"
"#01055","Bronzerüstung"
"#01056","Schwere Oberkörperpanzerung."
"#01057","Silberrüstung"
"#01058","Plattenpanzer"
"#01059","Königsumhang"
"#01060","Wunderrüstung"
"#01061","Legendäre Rüstung"
"#01062","Meeresanhänger"
"#01063","Ein leichtes, nützliches Accessoire."
"#01064","Bootsschuh"
"#01065","Anhänger"
"#01066","Perlenring"
"#01067","Ein nützliches Accessoire."
"#01068","Lange Stiefel"
"#01069","Matrosenglocke"
"#01070","Talisman"
"#01071","Silberring"
"#01072","Fliege"
"#01073","Falkenstiefel"
"#01074","Goldkette"
"#01075","Kampfring"
"#01076","Ein schweres, nützliches Accessoire."
"#01077","Eisenstiefel"
"#01078","Schleife"
"#01079","Diamantring"
"#01080","Legendärer Ring"
"#01083","<0> x<1> erhalten!"
"#01084","<0> erhalten!"
"#01085","<0> aller Besatzungsmitglieder erhöht sich um <1>!"
"#01086","Max resources went up by <0>!"
"#01087","Your ship's speed increased!"
"#01088","Max. Ausdauer steigt um <0>!"
"#01089","Max <0> level went from <1> to <2>!"
"#01090","Your base has increased in size."
"#01091","<0> has switched from <1> to <2>!"
"#01092","All crewmates' <0> recovered <1>%!"
"#01093","Combat members are surrounded by<br>an invigorating aura!"
"#01094","Combat members' attack rate has temporarily increased!"
"#01095","<0>'s stars have increased!"
"#01096","<0> has mastered every job!<br>And...<br>This crewmate can now get a master bonus from all jobs again!"
"#01097","Ein neues Gebiet wurde entdeckt!"
"#01098","<0><br>is now unlocked!"
"#01099","Das feindliche Schiff wurde zerstört!"
"#01100","You conquered<br><0>!"
"#01101","<0><br>wurde vollständig erobert!"
"#01102","Frisches Gemüse"
"#01103","Essen um EP zu erhalten."
"#01104","Grüne Bohne"
"#01105","Süße Beere"
"#01106","Reife Orange"
"#01107","Ananas"
"#01108","Traubensaft"
"#01109","Tomate"
"#01110","Gemischter Saft"
"#01111","Zuckermais"
"#01112","Rauchfleisch"
"#01113","Milch"
"#01114","Karotte"
"#01115","BBQ"
"#01116","Hot Soup"
"#01117","Dickes Steak"
"#01118","Filet Mignon"
"#01119","Baguette"
"#01120","Tasty food that gives bonus XP."
"#01121","Thick Soup"
"#01122","Fruit Plate"
"#01123","Green Salad"
"#01124","5-Star Meat"
"#01125","Paella"
"#01126","Pan Pizza"
"#01127","Kairo Cake"
"#01128","Talent-Tonikum"
"#01129","Erhalte mehr Sterne, um Talente auszurüsten."
"#01130","Genesungs-Trunk"
"#01131","Stellt einige LP wieder her."
"#01132","Genesungs-Tonikum"
"#01133","Stellt LP wieder her."
"#01134","Genesungs-Elixier"
"#01135","Stellt mehr LP wieder her."
"#01136","SP Drink"
"#01137","Slightly recover crew SP."
"#01138","SP Tonic"
"#01139","Recover crew SP."
"#01140","SP Elixir"
"#01141","Recover more crew SP."
"#01142","Aura Tonic"
"#01143","Activate combat team auras."
"#01144","Speed Tonic"
"#01145","Combat team speeds up (temp.)"
"#01146","Seltene Gewürze"
"#01147","Ein seltenes Gewürz. Hoher Wert."
"#01148","Seltener Stoff"
"#01149","Legendärer Stoff. Hoher Wert."
"#01150","Seltene Essenz"
"#01151","In Parfüms verwendet. Hoher Wert."
"#01152","Seltenes Erz"
"#01153","In Legierungen verwendet. Hoher Wert."
"#01154","Seltenes Essen"
"#01155","Eine seltene Zutat. Hoher Wert."
"#01156","Seltener Edelstein"
"#01157","Ein sehr seltener Edelstein. Hoher Wert."
"#01158","Seltene Medizin"
"#01159","Bekannt als Allheilmittel. Hoher Wert."
"#01160","Ultimate Book"
"#01161","Raises all knowledge by 1."
"#01162","Melee Book"
"#01163","Raises ""Melee"" level by 1."
"#01164","Ranged Book"
"#01165","Raises ""Ranged"" level by 1."
"#01166","Sailing Book"
"#01167","Raises ""Sailing"" Lv by 1."
"#01168","Curiosity Book"
"#01169","Raises ""Curiosity"" Lv by 1."
"#01170","Work Book"
"#01171","Raises ""Work"" Lv by 1."
"#01172","Brave Book"
"#01173","Raises ""Courage"" Lv by 1."
"#01174","Secret Book"
"#01175","Raises ""Secret"" Lv by 1."
"#01176","Ei-Farbton erhöhen (alle)"
"#01177","Erhöht alle Farben eines Eies."
"#01178","Ei-Farbton erhöhen (G)"
"#01179","Erhöht den grünen Wert um 90."
"#01180","Ei-Farbton erhöhen (R)"
"#01181","Erhöht den roten Wert um 90."
"#01182","Ei-Farbton erhöhen (B)"
"#01183","Erhöht den blauen Wert um 90."
"#01184","Ei-Farbton erhöhen (L)"
"#01185","Erhöht den lila Wert um 90."
"#01186","Ei-Farbton erhöhen (Ge)"
"#01187","Erhöht den gelben Wert um 90."
"#01188","Ei-Farbton erhöhen (S)"
"#01189","Erhöht den schwarzen Wert um 90."
"#01190","Egg Color Down (G)"
"#01191","Reduce green value."
"#01192","Egg Color Down (R)"
"#01193","Reduce red value."
"#01194","Egg Color Down (B)"
"#01195","Reduce blue value."
"#01196","Egg Color Down (P)"
"#01197","Reduce purple value."
"#01198","Egg Color Down (Y)"
"#01199","Reduce yellow value."
"#01200","Egg Color Down (Bk)"
"#01201","Reduce black value."
"#01202","Egg Incubator"
"#01203","Reduce hatching by 60 min."
"#01204","Smith Ticket (Wpn)"
"#01205","At a smith, get weapon Lv +1."
"#01206","Smith Tck. (Wpn 2)"
"#01207","At a smith, get weapon Lv +2."
"#01208","Smith Tck. (Wpn 3)"
"#01209","At a smith, get weapon Lv +3."
"#01210","Smith Ticket (Head)"
"#01211","At a smith, get head Lv +1."
"#01212","Smith Tck. (Head 2)"
"#01213","At a smith, get head Lv +2."
"#01214","Smith Tck. (Head 3)"
"#01215","At a smith, get head Lv +3."
"#01216","Smith Ticket (Arm)"
"#01217","At a smith, get armor Lv +1."
"#01218","Smith Ticket (Arm 2)"
"#01219","At a smith, get armor Lv +2."
"#01220","Smith Tck. (Arm 3)"
"#01221","At a smith, get armor Lv +3."
"#01222","Smith Ticket (Acc)"
"#01223","At a smith, get accessory Lv +1."
"#01224","Smith Ticket (Acc 2)"
"#01225","=#01223"
"#01226","Smith Ticket (Acc 3)"
"#01227","=#01223"
"#01228","Ability Sphere 1"
"#01229","Switch: Seadog's ability."
"#01230","=MID(#01228,1,-1)&'2'"
"#01231","Switch: Sailor's ability."
"#01232","=MID(#01228,1,-1)&'3'"
"#01233","Switch: Pirate's ability."
"#01234","=MID(#01228,1,-1)&'4'"
"#01235","Switch: Cook's ability."
"#01236","=MID(#01228,1,-1)&'5'"
"#01237","Switch: Farmer's ability."
"#01238","=MID(#01228,1,-1)&'6'"
"#01239","Switch: Trader's ability."
"#01240","=MID(#01228,1,-1)&'7'"
"#01241","Switch: Smith's ability."
"#01242","=MID(#01228,1,-1)&'8'"
"#01243","Switch: Fisher's ability."
"#01244","=MID(#01228,1,-1)&'9'"
"#01245","Switch: Joiner's ability."
"#01246","=MID(#01228,1,-1)&'10'"
"#01247","Switch: Rogue's ability."
"#01248","=MID(#01228,1,-1)&'11'"
"#01249","Switch: Cadet's ability."
"#01250","=MID(#01228,1,-1)&'12'"
"#01251","Switch: Boxer's ability."
"#01252","=MID(#01228,1,-1)&'13'"
"#01253","Switch: Archer's ability."
"#01254","=MID(#01228,1,-1)&'14'"
"#01255","Switch: Priest's ability."
"#01256","=MID(#01228,1,-1)&'15'"
"#01257","Switch: Clown's ability."
"#01258","=MID(#01228,1,-1)&'16'"
"#01259","Switch: Nomad's ability."
"#01260","=MID(#01228,1,-1)&'17'"
"#01261","Switch: Genius's ability."
"#01262","=MID(#01228,1,-1)&'18'"
"#01263","Switch: Gunman's ability."
"#01264","=MID(#01228,1,-1)&'19'"
"#01265","Switch: Lancer's ability."
"#01266","=MID(#01228,1,-1)&'20'"
"#01267","Switch: Mage's ability."
"#01268","=MID(#01228,1,-1)&'21'"
"#01269","Switch: Guard's ability."
"#01270","=MID(#01228,1,-1)&'22'"
"#01271","Switch: Doctor's ability."
"#01272","=MID(#01228,1,-1)&'23'"
"#01273","Switch: Bookie's ability."
"#01274","=MID(#01228,1,-1)&'24'"
"#01275","Switch: Sniper's ability."
"#01276","=MID(#01228,1,-1)&'25'"
"#01277","Switch: Thief's ability."
"#01278","=MID(#01228,1,-1)&'26'"
"#01279","Switch: Pilot's ability."
"#01280","=MID(#01228,1,-1)&'27'"
"#01281","Switch: Seer's ability."
"#01282","=MID(#01228,1,-1)&'28'"
"#01283","Switch: Dancer's ability."
"#01284","=MID(#01228,1,-1)&'29'"
"#01285","Switch: Viking's ability."
"#01286","=MID(#01228,1,-1)&'30'"
"#01287","Switch: Wizard's ability."
"#01288","=MID(#01228,1,-1)&'31'"
"#01289","Switch: Major's ability."
"#01290","=MID(#01228,1,-1)&'32'"
"#01291","Switch: Fencer's ability."
"#01292","=MID(#01228,1,-1)&'33'"
"#01293","Switch: Outlaw's ability."
"#01294","=MID(#01228,1,-1)&'34'"
"#01295","Switch: Noble's ability."
"#01296","=MID(#01228,1,-1)&'35'"
"#01297","Switch: Golem's ability."
"#01298","=MID(#01228,1,-1)&'36'"
"#01299","Switch: Ninja's ability."
"#01300","=MID(#01228,1,-1)&'37'"
"#01301","Switch: Hero's ability."
"#01302","=MID(#01228,1,-1)&'38'"
"#01303","Switch: Ruler's ability."
"#01304","=MID(#01228,1,-1)&'39'"
"#01305","Switch: Dealer's ability."
"#01306","=MID(#01228,1,-1)&'40'"
"#01307","Switch: Tycoon's ability."
"#01308","=MID(#01228,1,-1)&'41'"
"#01309","Switch: Rebel's ability."
"#01310","=MID(#01228,1,-1)&'42'"
"#01311","Switch: Killer's ability."
"#01312","=MID(#01228,1,-1)&'43'"
"#01313","Switch: Furry's ability."
"#01314","=MID(#01228,1,-1)&'44'"
"#01315","Switch: Monkey's ability."
"#01316","=MID(#01228,1,-1)&'45'"
"#01317","Switch: Robot's ability."
"#01318","Monsterflöte"
"#01319","Lockt vorübergehend viele Monster an."
"#01320","Namensbuch"
"#01321","Ändere den Namen eines Besatzungsmitglieds."
"#01322","=MID(#01228,1,-1)&'46'"
"#01323","Switch: Dueler's ability."
"#01324","=MID(#01228,1,-1)&'47'"
"#01325","Switch: Sumo's ability."
"#01326","=MID(#01228,1,-1)&'48'"
"#01327","Switch: Prof's ability."
"#01328","=MID(#01228,1,-1)&'49'"
"#01329","Switch: Fiend's ability."
"#01330","▼High Sea Saga<br>In this game, you put together a pirate crew and have adventures in unexplored lands. Create your own ship, crew and base and set off into the uncharted seas!"
"#01331","▼Game Flow 1<br>First, hire crew at the tavern before going out on a quest. There are crewmates with many different jobs available, so choose the ones you like best."
"#01332","▼Game Flow 2<br>Complete quests to make new ones appear, and acquire a larger ship. Then you can place a variety of facilities on the ship in any way you please."
"#01333","▼Game Flow 3<br>Once you have a ship, you can set off in search of adventure. Explore other islands and even discover new continents."
"#01334","▼Combat<br>When you assign crewmates to combat teams, they will automatically battle any enemies you encounter. Try out different combinations of characters to make better teams."
"#01335","▼Crew Stats 1<br>HP: A crewmate is disabled at 0 HP.<br>SP: A crewmate can't use skills at 0 SP.<br>Attack: Ability to do damage.<br>Defense: Ability to resist damage.<br>Speed: Affects attack frequency.<br>Intelligence: Affects facility use, etc."
"#01336","▼Crew Stats 2<br>★: Max team size<br>      Max equipped skills<br><br>In addition, things like skills, jobs and equipment can increase or change your crew's abilities."
"#01337","▼Equipment<br>Equipment effectiveness depends on the compatibility of the crewmate's job with the equipment type. Also, equipment weight can greatly affect speed. Equipment can be upgraded at a blacksmith."
"#01338","▼Knowledge<br>Crewmates get knowledge points when they use ship facilities or do battle. When they earn a lot, they can use these points to switch to new jobs."
"#01339","▼Powering Up<br>Give your crewmates tasty food and they will get experience points. Food is an important source of XP, so when you get some, be sure to use it."
"#01340","▼Special Abilities<br>Each of your crewmates has a special ability. Even if they change their job, they can continue to use their original ability. There are many different abilities, including some that only affect online battles."
"#01341","▼Job Characteristics<br>Crewmates' cabins will be redecorated according to their jobs. This can change their abilities and improve their quality. Also, using facilities that are compatible with their jobs can give a large bonus to the knowledge points obtained."
"#01342","▼Skills<br>Skills can be used to get an advantage in battle by consuming SP, or to help with duties on the ship. If a crewmate masters a job, they will be able to use its special skill at any time."
"#01343","▼Mastering Jobs<br>When a crewmate reaches a job's max level, he or she has mastered it. The max level differs depending on the job. Some special jobs are only available after changing jobs a certain number of times."
"#01344","▼Dismissing Crewmates<br>There is a limit to the number of crewmates your ship can house. When you dismiss crewmates, they will leave behind their equipment, and some of their knowledge will be converted to items."
"#01345","▼Quests<br>Quests can be found all over the islands you visit. Completing quests gets you access to treasures like new crewmates, resources and  facilities, so try to beat them all."
"#01346","▼Failing Quests<br>If all of the crewmates on a quest are defeated, you will lose any treasure chests you have found on the quest up until that point. You can use medals to try again. The higher the quest's rank, the more medals that are required."
"#01347","▼Wounded Crewmates 1<br>Crewmates whose HP reaches 0 in battle are ""wounded,"" and are moved to their cabins. The more comfortable the cabin, the faster they can recover and return to duty."
"#01348","▼Wounded Crewmates 2<br>If other combat team members are still in battle, wounded members will wait in their cabins without recovering. Try using items or equipment to make the survey or battle end more quickly."
"#01349","▼Surveying<br>When you reach a new island, you must survey it. Try sailing for unexplored areas and surveying what you find there. In some cases, you may run into obstacles that can make the survey fail."
"#01350","▼Anchoring Your Ship<br>If you leave your ship anchored at an island or part of the sea for too long, the islanders will stop visiting your ship, and enemies will stop appearing. Try coming back later or visiting a new area."
"#01351","▼Orders<br>For each crewmate, you can select duties that will be given priority. Select them according to their cabin and job. You can also give the same orders to all crewmates using the ""All Crew"" command."
"#01352","▼Stamina<br>You need stamina to command your fleet. Stamina you use will recover at a rate of 1 point every 5 minutes. Stamina recovers even when you're not playing the game."
"#01353","▼Islands<br>On islands, you will find quests and facilities like shops where you can buy weapons and armor for use on quests. As these facilities increase, so will your population."
"#01354","▼Island Facilities<br>When your crewmates use island facilities to refill resources, the facilities will get XP. Crewmates with high intelligence will give more XP. Onboard facilities also get XP when merchants come to shop on your ship."
"#01355","▼Island Shops<br>The items sold in shops change depending on the island's total level. Investing in a shop will increase its max level and help it sell more expensive items."
"#01356","▼Ship Facilities 1<br>   Comfort: Recovers HP/work<br>   Discipline: Affects knowledge obtained<br>   Research: Makes getting items easier<br>   Use: Cost per use<br>   Effect: The effect on the surroundings"
"#01357","▼Ship Facilities 2<br>Facilities have an effect on other facilities in a 3-square radius. Building more of the same facility increases the effect. When a facility is used a lot, it will go up in level and become more effective."
"#01358","▼Relics<br>Some relics that you obtain can be upgraded. This is very costly, but can really help your journey go more smoothly."
"#01359","▼Fleet Rank<br>Defeating many enemies or strong enemies will cause your fleet rank to increase. When your fleet rank goes up, your stamina will refill completely and its max level may even go up."
"#01360","▼Capturing Enemies<br>In some cases, it is possible to capture human enemies that you face in combat. You can store them in your ship's brig and then turn them in for the bounty when you anchor at a port. You can also recruit them as members of your crew."
